"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","26","26","6","11.163135","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","22","22","2","12.595238","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_flare_flash.M_ky_flare_flash","24","24","24","2","12.787054","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_starDust.M_ky_starDust","24","24","24","3","12.812326","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_primitive_dyn02.M_ky_primitive_dyn02","24","28","28","2","15.358183","0","14"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","2","2","1","0.874137","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","2","2","1","0.833666","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","40","40","1","31.513334","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","0.882648","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","0.961346","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","1.070708","0","0"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","24","2","2","1","0.856263","0","0"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","24","2","2","1","0.956431","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","4","4","1","1.886239","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","54","54","1","42.997498","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","84","84","1","69.859055","0","0"
"/Game/UI/MTUIRenderTargetDepthClear.MTUIRenderTargetDepthClear","24","9","9","1","3.653712","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_fire03b.M_ky_fire03b","24","20","20","2","11.477478","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_line.M_ky_line","24","6","6","1","3.276368","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_aura18.M_ky_aura18","24","10","10","1","5.218408","0","0"
"/Game/Etc/Arrow_Mat.Arrow_Mat","24","20","20","1","14.072255","0","0"
"/Game/Etc/MT_QuestRoomEnter.MT_QuestRoomEnter","24","38","38","1","28.071968","0","0"
"/Game/Player/Pspsps_Cat/MT_Pspsps_CatSkill2.MT_Pspsps_CatSkill2","24","48","48","1","42.238941","0","0"
"/Game/TheSapphire/Art/Materials/M_Props.M_Props","24","180","180","2","151.286163","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_waterDust.M_ky_waterDust","24","125","125","1","116.908882","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_fire03b2.M_ky_fire03b2","24","10","10","1","6.143425","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_empty.M_ky_empty","24","10","10","1","5.604562","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_dust01.M_ky_dust01","24","10","10","1","6.425843","0","0"
"/Game/Pspsps_Cat/Materials/Cat_Color/M_Chibi_Cat_0.M_Chibi_Cat_0","24","40","40","1","33.378242","0","0"
"/Game/Pspsps_Cat/Materials/Emotion/M_Chibi_Emo_1.M_Chibi_Emo_1","24","54","54","1","39.067986","0","0"
"/Engine/EngineDebugMaterials/WireframeMaterial.WireframeMaterial","24","177","177","1","86.582039","0","0"
