"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"","0","1","0","1","0.000000","433","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","24","26","26","6","21.562973","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","24","22","22","2","17.207645","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_flare_flash.M_ky_flare_flash","24","24","24","2","20.845867","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_starDust.M_ky_starDust","24","24","24","3","22.644075","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_primitive_dyn02.M_ky_primitive_dyn02","24","28","28","2","36.398010","0","14"
"Globals","24","718","0","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","2","2","1","11.556643","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","2","2","1","1.022495","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","40","40","1","33.417122","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","2","2","1","1.106882","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","2","2","1","1.016101","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","2","2","1","1.041911","0","0"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","24","2","2","1","1.006324","0","0"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","24","2","2","1","1.200573","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","4","4","1","2.181978","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","54","54","1","210.644119","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","84","84","1","1096.606445","0","0"
"/Game/UI/MTUIRenderTargetDepthClear.MTUIRenderTargetDepthClear","24","9","9","1","9.791124","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_fire03b.M_ky_fire03b","24","20","20","2","18.829752","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_line.M_ky_line","24","6","6","1","24.677595","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_aura18.M_ky_aura18","24","10","10","1","27.900379","0","0"
"/Game/Etc/Arrow_Mat.Arrow_Mat","24","20","20","1","65.438789","0","0"
