"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","24","0","40","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","24","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","24","0","2","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_OpaqueColoredMaterial.OculusMR_OpaqueColoredMaterial","24","0","2","1","0.000000","0","0"
"/OculusVR/Materials/OculusMR_ChromaKey.OculusMR_ChromaKey","24","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","24","0","4","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","24","0","54","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","24","0","84","1","0.000000","0","0"
"/Game/UI/MTUIRenderTargetDepthClear.MTUIRenderTargetDepthClear","24","0","9","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_primitive_dyn02.M_ky_primitive_dyn02","24","0","28","2","0.000000","0","14"
"/Game/AdvancedMagicFX13/Materials/M_ky_fire03b.M_ky_fire03b","24","0","20","2","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_line.M_ky_line","24","0","6","1","0.000000","0","0"
"/Game/AdvancedMagicFX13/Materials/M_ky_aura18.M_ky_aura18","24","0","10","1","0.000000","0","0"
"/Game/Etc/Arrow_Mat.Arrow_Mat","24","0","20","1","0.000000","0","0"
"/Game/Etc/MT_QuestRoomEnter.MT_QuestRoomEnter","24","0","38","1","0.000000","0","0"
"/Game/Player/Pspsps_Cat/MT_Pspsps_CatSkill2.MT_Pspsps_CatSkill2","24","0","48","1","0.000000","0","0"
"/Game/AdvancedMagicFX12/Materials/M_ky_starDust.M_ky_starDust","24","0","24","3","0.000000","0","0"
